"topic","term","beta"
1,"love",0.0862068965517242
1,"u",0.0517241379310345
1,"broken",0.0517241379310345
1,"apples",0.0344827586206897
1,"really",0.0344827586206897
1,"nite",0.0344827586206897
1,"anyway",0.0172413793103448
1,"day",0.0172413793103448
1,"friends",0.0172413793103448
1,"know",0.0172413793103448
1,"quote",0.0172413793103448
1,"r",0.0172413793103448
1,"true",0.0172413793103448
1,"call",0.0172413793103448
1,"great",0.0172413793103448
1,"jsisters",0.0172413793103448
1,"place",0.0172413793103448
1,"car",0.0172413793103448
1,"fixed",0.0172413793103448
1,"never",0.0172413793103448
1,"pet",0.0172413793103448
1,"heart",0.0172413793103448
1,"oh",0.0172413793103448
1,"today",0.0172413793103448
1,"always",0.0172413793103448
1,"monday",0.0172413793103448
1,"nights",0.0172413793103448
1,"thursday",0.0172413793103448
1,"yesterday",0.0172413793103448
1,"supertnrealtor",0.0172413793103448
1,"just",0.0172413793103448
1,"atleast",0.0172413793103448
1,"first",0.0172413793103448
1,"fun",0.0172413793103448
1,"hours",0.0172413793103448
1,"work",0.0172413793103448
1,"bliss",0.0172413793103448
1,"head",0.0172413793103448
1,"healthy",0.0172413793103448
1,"hmmmmmm",0.0172413793103448
1,"joy",0.0172413793103448
1,"peace",0.0172413793103448
1,"quiet",0.0172413793103448
1,"serenity",0.0172413793103448
1,"qotd",0.0172413793103448
1,"tomorrow",0.0172413793103448
1,"worried",0.0172413793103448
2,"home",0.05
2,"like",0.05
2,"nyc",0.025
2,"day",0.025
2,"amy",0.025
2,"bakery",0.025
2,"laughin",0.025
2,"perfect",0.025
2,"beautiful",0.025
2,"deck",0.025
2,"rooftop",0.025
2,"sunbathin",0.025
2,"sunday",0.025
2,"top",0.025
2,"5th",0.025
2,"ave",0.025
2,"place",0.025
2,"struttin",0.025
2,"theres",0.025
2,"hey",0.025
2,"im",0.025
2,"tonight",0.025
2,"headed",0.025
2,"just",0.025
2,"llloooonnnnggg",0.025
2,"alone",0.025
2,"deal",0.025
2,"going",0.025
2,"paseo",0.025
2,"glad",0.025
2,"look",0.025
2,"perfectquarters",0.025
2,"picking",0.025
2,"summer",0.025
2,"things",0.025
2,"big",0.025
2,"bullshit",0.025
2,"ol",0.025
3,"cake",0.037037037037037
3,"carrot",0.037037037037037
3,"pictures",0.037037037037037
3,"post",0.037037037037037
3,"flickr",0.0185185185185185
3,"never",0.0185185185185185
3,"get",0.0185185185185185
3,"new",0.0185185185185185
3,"ok",0.0185185185185185
3,"people",0.0185185185185185
3,"read",0.0185185185185185
3,"style",0.0185185185185185
3,"thats",0.0185185185185185
3,"watch",0.0185185185185185
3,"hyman",0.0185185185185185
3,"dont",0.0185185185185185
3,"got",0.0185185185185185
3,"im",0.0185185185185185
3,"instead",0.0185185185185185
3,"ive",0.0185185185185185
3,"sad",0.0185185185185185
3,"think",0.0185185185185185
3,"trying",0.0185185185185185
3,"just",0.0185185185185185
3,"activerain",0.0185185185185185
3,"activerain.com",0.0185185185185185
3,"jo",0.0185185185185185
3,"photography",0.0185185185185185
3,"portviews",0.0185185185185185
3,"posted",0.0185185185185185
3,"sandy",0.0185185185185185
3,"t",0.0185185185185185
3,"another",0.0185185185185185
3,"extra",0.0185185185185185
3,"sale",0.0185185185185185
3,"see",0.0185185185185185
3,"soon",0.0185185185185185
3,"excited",0.0185185185185185
3,"figured",0.0185185185185185
