"topic","term","beta"
1,"rt",0.139942642203144
1,"thisisit",0.0932950948020959
1,"go",0.0670490519790415
1,"got",0.0466475474010479
1,"100th",0.0466475474010479
1,"days",0.0466475474010479
1,"gets",0.0466475474010479
1,"movie.com",0.0466475474010479
1,"rts",0.0466475474010479
1,"sale",0.0466475474010479
1,"shirt",0.0466475474010479
1,"sonypictures",0.0466475474010479
1,"t",0.0466475474010479
1,"ten",0.0466475474010479
1,"tix",0.0466475474010479
1,"muskies",0.0466475474010479
2,"burlington",0.0543883834084196
2,"muscatine",0.0538181771684465
2,"live",0.0241032897533377
2,"wbpictures",0.0241032897533377
2,"new",0.0241032897533377
2,"book",0.0241032897533377
2,"clerks",0.0241032897533377
2,"collection",0.0241032897533377
2,"comic",0.0241032897533377
2,"cost",0.0241032897533377
2,"costs",0.0241032897533377
2,"director",0.0241032897533377
2,"kevin",0.0241032897533377
2,"make",0.0241032897533377
2,"pay",0.0241032897533377
2,"production",0.0241032897533377
2,"smith",0.0241032897533377
2,"sold",0.0241032897533377
2,"also",0.0241032897533377
2,"night",0.0241032897533377
2,"93.1",0.0241032897533377
2,"coming",0.0241032897533377
2,"fm",0.0241032897533377
2,"football",0.0241032897533377
2,"mac",0.0241032897533377
2,"muskie",0.0241032897533377
2,"score",0.0241032897533377
2,"cover",0.0241032897533377
2,"halftime",0.0241032897533377
2,"hair",0.0241032897533377
2,"joelmchale",0.0241032897533377
2,"rocked",0.0241032897533377
2,"kwpc",0.0241032897533377
2,"homecoming",0.0241032897533377
2,"7pm",0.0241032897533377
2,"coronation",0.0241032897533377
2,"king",0.0241032897533377
2,"queen",0.0241032897533377
3,"just",0.0666666666666667
3,"friends",0.0333333333333333
3,"helps",0.0333333333333333
3,"hopefully",0.0333333333333333
3,"let",0.0333333333333333
3,"loved",0.0333333333333333
3,"one",0.0333333333333333
3,"rainnwilson",0.0333333333333333
3,"right",0.0333333333333333
3,"selling",0.0333333333333333
3,"suggestion",0.0333333333333333
3,"time",0.0333333333333333
3,"tough",0.0333333333333333
3,"watching",0.0333333333333333
3,"watched",0.0333333333333333
3,"shockozulu",0.0333333333333333
3,"classic",0.0333333333333333
3,"great",0.0333333333333333
3,"holds",0.0333333333333333
3,"hot",0.0333333333333333
3,"jerry",0.0333333333333333
3,"movie",0.0333333333333333
3,"old",0.0333333333333333
3,"pursuit",0.0333333333333333
3,"redhourben",0.0333333333333333
3,"starring",0.0333333333333333
3,"stiller",0.0333333333333333
3,"well",0.0333333333333333
3,"year",0.0333333333333333
4,"muscatine",0.173169499686983
4,"burlington",0.153570925456608
4,"go",0.0811324205189878
4,"1st",0.0455461625600398
4,"qt",0.0455461625597013
4,"game",0.0227730812800199
4,"get",0.0227730812800199
4,"iowa",0.0227730812800199
4,"chriskottman",0.0227730812800199
4,"bijou",0.0227730812800199
4,"bloom",0.0227730812800199
4,"brothers",0.0227730812800199
4,"city",0.0227730812800199
4,"food",0.0227730812800199
4,"friday",0.0227730812800199
4,"humpday",0.0227730812800199
4,"inc",0.0227730812800199
4,"moon",0.0227730812800199
4,"picked",0.0227730812800199
4,"theatre",0.0227730812800199
4,"week",0.0227730812800199
4,"mark",0.0227730812800199
4,"points",0.0227730812800199
4,"half",0.0227730812800199
4,"4th",0.0227730812800199
4,"early",0.0227730812800199
4,"sec",0.0227730812800199
5,"kills",0.0975609762741484
5,"assists",0.0975609762741484
5,"durant",0.0731707316278779
5,"tipton",0.0731707259733238
5,"aces",0.0487804881370742
5,"game",0.0487804881370742
5,"go",0.0487804881370742
5,"ralfs",0.0487804881370742
5,"day",0.0243902440685371
5,"gdal5",0.0243902440685371
5,"minutes",0.0243902440685371
5,"rams",0.0243902440685371
5,"starts",0.0243902440685371
5,"twitpic.com",0.0243902440685371
5,"also",0.0243902440685371
5,"moeller",0.0243902440685371
5,"telsrow",0.0243902440685371
5,"wins",0.0243902440685371
5,"lilienthal",0.0243902440685371
5,"night",0.0243902440685371
5,"note",0.0243902440685371
5,"paustian",0.0243902440685371
5,"stats",0.0243902440685371
5,"contest",0.0243902440685371
5,"delaney",0.0243902440685371
5,"dewulf",0.0243902440685371
5,"losing",0.0243902440685371
6,"live",0.0766028376686725
6,"michael",0.0510685584457817
6,"tomorrow",0.0510685584457817
6,"school",0.0510685584457817
6,"muscatine",0.0296977487766235
6,"always",0.0255342792228908
6,"chance",0.0255342792228908
6,"comedy",0.0255342792228908
6,"get",0.0255342792228908
6,"hitting",0.0255342792228908
6,"iowa",0.0255342792228908
6,"issues",0.0255342792228908
6,"michaelianblack",0.0255342792228908
6,"mshowalter",0.0255342792228908
6,"screwed",0.0255342792228908
6,"seems",0.0255342792228908
6,"tour",0.0255342792228908
6,"40am",0.0255342792228908
6,"breakfast",0.0255342792228908
6,"desk",0.0255342792228908
6,"high",0.0255342792228908
6,"kwpc",0.0255342792228908
6,"morning",0.0255342792228908
6,"spirit",0.0255342792228908
6,"sports",0.0255342792228908
6,"coverage",0.0255342792228908
6,"grant",0.0255342792228908
6,"homecoming",0.0255342792228908
6,"listen",0.0255342792228908
6,"mhs",0.0255342792228908
6,"parade",0.0255342792228908
7,"rt",0.0384615384615385
7,"rwzombie",0.0384615384615385
7,"wbpictures",0.0384615384615385
7,"live",0.0192307692307692
7,"get",0.0192307692307692
7,"right",0.0192307692307692
7,"10th",0.0192307692307692
7,"15scxl",0.0192307692307692
7,"3rd",0.0192307692307692
7,"decks",0.0192307692307692
7,"jam",0.0192307692307692
7,"now",0.0192307692307692
7,"rt's",0.0192307692307692
7,"skateboard",0.0192307692307692
7,"streaming",0.0192307692307692
7,"su.pr",0.0192307692307692
7,"supergirl",0.0192307692307692
7,"thewbdotcom",0.0192307692307692
7,"venice",0.0192307692307692
7,"win",0.0192307692307692
7,"apps",0.0192307692307692
7,"entertain",0.0192307692307692
7,"guessing",0.0192307692307692
7,"iphone",0.0192307692307692
7,"least",0.0192307692307692
7,"music",0.0192307692307692
7,"probably",0.0192307692307692
7,"reception",0.0192307692307692
7,"say",0.0192307692307692
7,"new",0.0192307692307692
7,"antarctica",0.0192307692307692
7,"continent",0.0192307692307692
7,"corn",0.0192307692307692
7,"every",0.0192307692307692
7,"exception",0.0192307692307692
7,"produced",0.0192307692307692
7,"world",0.0192307692307692
7,"album",0.0192307692307692
7,"art",0.0192307692307692
7,"click",0.0192307692307692
7,"cover",0.0192307692307692
7,"dv",0.0192307692307692
7,"hellbillydeluxe2",0.0192307692307692
7,"intersco.pe",0.0192307692307692
7,"link",0.0192307692307692
7,"retweet",0.0192307692307692
7,"reveal",0.0192307692307692
7,"rob",0.0192307692307692
7,"zombie",0.0192307692307692
8,"stuff",0.0588235294117647
8,"tour",0.0588235294117647
8,"chicago",0.0588235294117647
8,"just",0.0294117647058823
8,"already",0.0294117647058823
8,"chriskottman",0.0294117647058823
8,"plus",0.0294117647058823
8,"steve",0.0294117647058823
8,"times",0.0294117647058823
8,"watched",0.0294117647058823
8,"weekend",0.0294117647058823
8,"can",0.0294117647058823
8,"friendship",0.0294117647058823
8,"part",0.0294117647058823
8,"please",0.0294117647058823
8,"shockozulu",0.0294117647058823
8,"tell",0.0294117647058823
8,"tomorrow",0.0294117647058823
8,"done",0.0294117647058823
8,"enough",0.0294117647058823
8,"good",0.0294117647058823
8,"got",0.0294117647058823
8,"imo",0.0294117647058823
8,"kick",0.0294117647058823
8,"much",0.0294117647058823
8,"new",0.0294117647058823
8,"older",0.0294117647058823
8,"played",0.0294117647058823
8,"seeing",0.0294117647058823
8,"show",0.0294117647058823
8,"u2",0.0294117647058823
9,"rt",0.0499999996509864
9,"twitpic.com",0.0499999996509864
9,"keep",0.0499999996509864
9,"underway",0.0499999996509864
9,"game",0.0249999998254932
9,"chance",0.0249999998254932
9,"chriskottman",0.0249999998254932
9,"car",0.0249999998254932
9,"wrong",0.0249999998254932
9,"hjr4l",0.0249999998254932
9,"adriannecurry",0.0249999998254932
9,"going",0.0249999998254932
9,"happy",0.0249999998254932
9,"kanyedouchebagwest",0.0249999998254932
9,"started",0.0249999998254932
9,"topic",0.0249999998254932
9,"trending",0.0249999998254932
9,"twitter",0.0249999998254932
9,"available",0.0249999998254932
9,"box",0.0249999998254932
9,"jrichardkelly",0.0249999998254932
9,"keychains",0.0249999998254932
9,"promo",0.0249999998254932
9,"games",0.0249999998254932
9,"none",0.0249999998254932
9,"undefeated",0.0249999998254932
9,"won",0.0249999998254932
9,"night",0.0249999998254932
9,"long",0.0249999998254932
9,"updated",0.0249999998254932
9,"half",0.0249999998254932
9,"2nd",0.0249999998254932
9,"dreyfuss",0.0249999998254932
9,"fears",0.0249999998254932
9,"id3dp",0.0249999998254932
9,"richard",0.0249999998254932
